event_name,date,start_date,end_date,start_time,end_time,description,teamapp_url,category,category_key,event_id
\n- Please refer to University Coronavirus Website for more information https://www.unimelb.edu.au/coronavirus as well as MUSport Guidelines: https://sport.unimelb.edu.au/play-sport/club-resources/club-return-to-sport",https://muuc.teamapp.com/clubs/132307/events/19361473,Club Meetings,club-meetings,19361473

Guest Speaker Ian Scholey: Diving the Silent Anzac,2023-10-05,2023-10-05,2023-10-05,19:15,21:00,"The AE2 was a submarine of the Australian Navy that was sunk during the Gallipoli campaign of World War I. It now sits at a depth of 72m. \n\nGuest speaker Ian Scholey is coming to talk to us about his dive at this historically significant wartime wreck, once described as ""an underwater time capsule that has not been opened since 1915"".\n\n7.15pm at Malaysian Theatre B121 in the Glyn Davis building - we are still meeting first at the shed at 7pm :)",https://muuc.teamapp.com/clubs/132307/events/22590204,Other,other,22590204

[Boat] [AOW] Sunday Early Double Dive,2023-10-08,2023-10-08,2023-10-08,00:00,23:59,"——\n**Trip Info**\n——
\n**Trip Leader**: Maciej Necki\n**Leader Phone**: 0481947622
\n**Secondary Trip Contact**: Alex Lee +61 413 422 850 
\n**No. of Planned Dives**: 2
\n**Mandatory Equipment**: SMB
\n**Please note that the event start time is the meeting time at the shed unless stated otherwise in the briefing**
\n
\n——\n**Dive Plan & Briefing** \n——
\n**Water Temperature**: 15C
\n**Weather Conditions**:
\nS winds around 10kn, calm seas inside the bay
\n
\n**Dive Site(s)**:\n8am - Portsea Pier \n10am - Lonsdale Wall (awesome drop) \n\n**Additional Details**:\n\nHi all, we are running training on the boat and a course. Some spots are available for AOW divers. More spots may open up later in the day so please waitlist and monitor chat. \n\nMeet at the shed 5am. Come in Friday 5:30pm-6:30pm to setup gear if possible.\n\nItinerary:  \n530 departure \n700 ramp arrival \n730 on water \n800 site 1 \n1000 site 2 \n1100 possible other activity \n~noon return to ramp \n
\n
\n——\n**PARTICIPATION REQUIREMENTS**\n——\n1. Current Membership \n2. Current Liability Waiver \n3. Current Certificate suitable for trip level.  \n4. Boat Trips: \n    - Cleared by Dive Coordinator \n    - Cleared by this trip Boat Master \n    - Demonstrates sufficient skill level \n\n——
\n**Gear Hire Policy**\n——
\n1. Signed off on all cabinet gear taken \n2. Has current gear hire deposit
\n
\n——\n**Health & Safety** \n——\nEmergency Contacts (non life threatening) \n- President (Maciej) 0481947622\n- VP (Andrew) 0401224088\n- Secretary (Burak) 0428422828\n- Treasurer (Kevin) 0432960331\n\nLife Threatening: Dial 000\n
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n**Runny nose / cough / aches / pain / nausea / vomiting / diarrhea / sore throat / loss of smell or taste / fever / chills / nigh sweats / headache / difficulty breathing**
\n- Do not come to the event if you are required to isolate or quarantine for any reason and/or you are awaiting results of a COVID-19 test.
\n
——\n**Trip Leaders**\n—— 
\nhttps://forms.office.com/r/EGTBX6N9T6\n\nhttps://sport.unimelb.edu.au/pdfs/Club-Critical-Incident_Procedure_20052022.pdf",https://muuc.teamapp.com/clubs/132307/events/22773864,Boat,boat,22773864

Weekly Club Meeting + Weekly BBQ,2023-10-12,2023-10-12,2023-10-12,19:00,20:00,"**Join us for our weekly club meetings!**
\n
\n**Activities**
\n- Trip planning
\n- Trip debrief 
\n- Gear Hire & Returns
\n- Membership signups 
\n- Meet & Greet 
\n- All things admin
\n
\nNeed anything specific? Enquire via chat. 
\n
\n**—COVID Safety—** 
\n- You must be fully vaccinated to attend or work the event unless you have a valid medical exemption. 
\n- Complete a symptom self-assessment prior to leaving home. Do not come to the event if you are unwell, even with very mild symptoms
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n**Runny nose / cough / aches / pain / nausea / vomiting / diarrhoea / sore throat / loss of smell or taste / fever / chills / nigh sweats / headache / difficulty breathing**
\n- Maintain 1.5 metres distance from others during the event, where possible.
\n- Do not come to the event if you are required to isolate or quarantine for any reason and/or you are awaiting results of a COVID-19 test.
\n- Minimise movement as much as possible by staying within your allotted space or seat.
\n- Follow directions for face coverings and hygiene during the event.
\n- Our COVID-19 safety officer is Burak, you must notify him (or any available committee member) if you feel unwell after the trip, test positive, or have any other queries related to COVID-19 safety protocols. 
\n- Please refer to University Coronavirus Website for more information https://www.unimelb.edu.au/coronavirus as well as MUSport Guidelines: https://sport.unimelb.edu.au/play-sport/club-resources/club-return-to-sport",https://muuc.teamapp.com/clubs/132307/events/19361474,Club Meetings,club-meetings,19361474

Rescue course by GoodDivers,2023-10-14,2023-10-14,2023-10-15,07:15,08:15,"Rescue Diver course as the most challenging, yet most rewarding course they’ve ever taken.
\n
\n​
\nWhy? Because you learn to prevent and manage problems in the water, and become more confident in your skills as a diver, knowing that you can help others if needed.
\n
\n​
\nDuring the course, you learn to become a better buddy by practicing problem solving skills until they become second nature.
\n
\nPrerequisites: Adventure Diver/Junior Adventure Diver (or qualifying certification) with completed Underwater Navigation Dive; EFR Primary and Secondary Care training (or qualifying training) within 24 months
\n
\nlet me know if you are interested early enough so we can organise the prerequisite.
\nInfo.gooddivers@gmail.com
\n
\nOrientation will be on 5th Sep 5.00 at the Shed !!!!!!!!",https://muuc.teamapp.com/clubs/132307/events/22596334,Courses,courses,22596334

[Boat] [OW] Sunday Bay dives! Open Water Friendly,2023-10-15,2023-10-15,2023-10-15,05:00,18:00,"——\n**Trip Info**\n——
\n**Trip Leader**: Liam Aarons\n**Leader Phone**: 0499027908
\n**Secondary Trip Contact**:
\n**No. of Planned Dives**: 2
\n**Mandatory Equipment**: <SMB>
\n**Please note that the event start time is the meeting time at the shed unless stated otherwise in the briefing**
\n
\n——\n**Dive Plan & Briefing** \n\nMeet at the shed at 5am to depart by 5:30 at the latest. We will be diving Popes eye, a slack water dive site and a scallop drift dive. The slack dive for sufficiently experienced divers only, but the other two dives very open water friendly!\n——
\n**Water Temperature**: 
\n**Weather Conditions**:
\n<Specify, eg. Expect wind, bring warm clothes and sea-sickness pills.>
\n
\n**Dive Site(s)**:\n<eg. Blairgowrie Pier>\n\n**Additional Details**:
\n
\n——\n**PARTICIPATION REQUIREMENTS**\n——\n1. Current Membership \n2. Current Liability Waiver \n3. Current Certificate suitable for trip level.  \n4. Boat Trips: \n    - Cleared by Dive Coordinator \n    - Cleared by this trip Boat Master \n    - Demonstrates sufficient skill level \n\n——
\n**Gear Hire Policy**\n——
\n1. Signed off on all cabinet gear taken \n2. Has current gear hire deposit
\n
\n——\n**Health & Safety** \n——\nEmergency Contacts (non life threatening) \n- President (Maciej) 0481947622\n- VP (Andrew) 0401224088\n- Secretary (Burak) 0428422828\n- Treasurer (Kevin) 0432960331\n\nLife Threatening: Dial 000\n
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n**Runny nose / cough / aches / pain / nausea / vomiting / diarrhea / sore throat / loss of smell or taste / fever / chills / nigh sweats / headache / difficulty breathing**
\n- Do not come to the event if you are required to isolate or quarantine for any reason and/or you are awaiting results of a COVID-19 test.
\n
——\n**Trip Leaders**\n—— 
\nhttps://forms.office.com/r/EGTBX6N9T6\n\nhttps://sport.unimelb.edu.au/pdfs/Club-Critical-Incident_Procedure_20052022.pdf",https://muuc.teamapp.com/clubs/132307/events/22825426,Boat,boat,22825426

Weekly Club Meeting + Weekly BBQ,2023-10-19,2023-10-19,2023-10-19,19:00,20:00,"**Join us for our weekly club meetings!**
\n
\n**Activities**
\n- Trip planning
\n- Trip debrief 
\n- Gear Hire & Returns
\n- Membership signups 
\n- Meet & Greet 
\n- All things admin
\n
\nNeed anything specific? Enquire via chat. 
\n
\n**—COVID Safety—** 
\n- You must be fully vaccinated to attend or work the event unless you have a valid medical exemption. 
\n- Complete a symptom self-assessment prior to leaving home. Do not come to the event if you are unwell, even with very mild symptoms
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n**Runny nose / cough / aches / pain / nausea / vomiting / diarrhoea / sore throat / loss of smell or taste / fever / chills / nigh sweats / headache / difficulty breathing**
\n- Maintain 1.5 metres distance from others during the event, where possible.
\n- Do not come to the event if you are required to isolate or quarantine for any reason and/or you are awaiting results of a COVID-19 test.
\n- Minimise movement as much as possible by staying within your allotted space or seat.
\n- Follow directions for face coverings and hygiene during the event.
\n- Our COVID-19 safety officer is Burak, you must notify him (or any available committee member) if you feel unwell after the trip, test positive, or have any other queries related to COVID-19 safety protocols. 
\n- Please refer to University Coronavirus Website for more information https://www.unimelb.edu.au/coronavirus as well as MUSport Guidelines: https://sport.unimelb.edu.au/play-sport/club-resources/club-return-to-sport",https://muuc.teamapp.com/clubs/132307/events/19361475,Club Meetings,club-meetings,19361475

Blair night dive,2023-10-20,2023-10-20,2023-10-20,00:00,23:59,"——\n**Trip Info**\n——
\n**Trip Leader**: xiang\n**Leader Phone**: 0430188176
\n**Secondary Trip Contact**: amanda
\n**No. of Planned Dives**: 2
\n**Mandatory Equipment**: <SMB>
\n**Please note that the event start time is the meeting time at the shed unless stated otherwise in the briefing**
\n
\n——\n**Dive Plan & Briefing** \n\nmeet at blairgowrie pier at sunset (7.30pm)\n\n——
\n**Water Temperature**: 
\n**Weather Conditions**:
\n<Specify, eg. Expect wind, bring warm clothes and sea-sickness pills.>\nMedium wind 
\n
\n**Dive Site(s)**:\n<eg. Blairgowrie Pier>\nBlairgowrie Pier\n\n**Additional Details**:
\n
\n——\n**PARTICIPATION REQUIREMENTS**\n——\n1. Current Membership \n2. Current Liability Waiver \n3. Current Certificate suitable for trip level.  \n4. Boat Trips: \n    - Cleared by Dive Coordinator \n    - Cleared by this trip Boat Master \n    - Demonstrates sufficient skill level \n\n——
\n**Gear Hire Policy**\n——
\n1. Signed off on all cabinet gear taken \n2. Has current gear hire deposit
\n
\n——\n**Health & Safety** \n——\nEmergency Contacts (non life threatening) \n- President (Maciej) 0481947622\n- VP (Andrew) 0401224088\n- Secretary (Burak) 0428422828\n- Treasurer (Kevin) 0432960331\n\nLife Threatening: Dial 000\n
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n**Runny nose / cough / aches / pain / nausea / vomiting / diarrhea / sore throat / loss of smell or taste / fever / chills / nigh sweats / headache / difficulty breathing**
\n- Do not come to the event if you are required to isolate or quarantine for any reason and/or you are awaiting results of a COVID-19 test.
\n
——\n**Trip Leaders**\n—— 
\nhttps://forms.office.com/r/EGTBX6N9T6\n\nhttps://sport.unimelb.edu.au/pdfs/Club-Critical-Incident_Procedure_20052022.pdf",https://muuc.teamapp.com/clubs/132307/events/22900903,Other,other,22900903

[Boat] [OW w/ boat diving experience] Barwon Friday,2023-10-20,2023-10-20,2023-10-20,05:15,23:59,"——\n**Trip Info**\n——
\n**Trip Leader**: Liam Aarons\n**Leader Phone**: 0499027908
\n**Secondary Trip Contact**: Andrew Hebbared
\n**No. of Planned Dives**: 2
\n**Mandatory Equipment**: <SMB>
\n**Please note that the event start time is the meeting time at the shed unless stated otherwise in the briefing**
\n
\nWe are going to enjoy the sun and do a technical wreck dive followed by two open water dives. Boats diving experience is required to join. If you’re interested in joining please send me a message on 0499027908 :)\n\n——\n**Dive Plan & Briefing** \n——
\n**Water Temperature**: 
\n**Weather Conditions**:
\n<Specify, eg. Expect wind, bring warm clothes and sea-sickness pills.>
\n
\n**Dive Site(s)**:\n<eg. Blairgowrie Pier>\n\n**Additional Details**:
\n
\n——\n**PARTICIPATION REQUIREMENTS**\n——\n1. Current Membership \n2. Current Liability Waiver \n3. Current Certificate suitable for trip level.  \n4. Boat Trips: \n    - Cleared by Dive Coordinator \n    - Cleared by this trip Boat Master \n    - Demonstrates sufficient skill level \n\n——
\n**Gear Hire Policy**\n——
\n1. Signed off on all cabinet gear taken \n2. Has current gear hire deposit
